timestamp,service,level,message,request_id,level_imputed,is_ts_anomaly,date,hour
2026-07-27 02:17:12+00:00,web-portal,INFO,Request completed path=/report in 651ms,req-87181563,False,False,2026-07-27,2
2026-07-27 02:18:20+00:00,notification-worker,INFO,SMS sent uid=u9756,req-53334226,False,False,2026-07-27,2
2026-07-27 02:23:59+00:00,web-portal,INFO,Request completed path=/report in 330ms,req-30182766,False,False,2026-07-27,2
2026-07-27 02:29:53+00:00,auth-service,INFO,Session created uid=u1659,req-93394260,False,False,2026-07-27,2
2026-07-27 02:30:34+00:00,notification-worker,INFO,SMS sent uid=u8620,req-11069604,False,False,2026-07-27,2
2026-07-27 02:31:04+00:00,batch-report,INFO,Daily report job finished rows=1124,req-43914361,False,False,2026-07-27,2
2026-07-27 02:31:56+00:00,auth-service,INFO,User login success uid=u1750,req-23556182,False,False,2026-07-27,2
2026-07-27 02:32:30+00:00,payment-api,INFO,Payment processed txn=t910208 amount=990000,req-47962005,False,False,2026-07-27,2
2026-07-27 02:34:43+00:00,notification-worker,INFO,SMS sent uid=u4751,req-59333294,False,False,2026-07-27,2
2026-07-27 02:37:27+00:00,web-portal,INFO,Request completed path=/report in 486ms,req-52018286,False,False,2026-07-27,2
2026-07-27 02:40:37+00:00,web-portal,INFO,Request completed path=/report in 822ms,req-27268907,False,False,2026-07-27,2
2026-07-27 02:41:21+00:00,payment-api,INFO,Payment processed txn=t462351 amount=250000,req-71315464,False,False,2026-07-27,2
2026-07-27 02:43:27+00:00,payment-api,INFO,Payment processed txn=t919488 amount=250000,req-97219599,False,False,2026-07-27,2
2026-07-27 02:44:22+00:00,auth-service,INFO,User login success uid=u3442,req-29876811,False,False,2026-07-27,2
2026-07-27 02:44:29+00:00,payment-api,INFO,Balance check ok uid=u3306,req-84801233,False,False,2026-07-27,2
2026-07-27 02:47:37+00:00,web-portal,INFO,Request completed path=/report in 513ms,req-70362235,False,False,2026-07-27,2
2026-07-27 02:49:58+00:00,notification-worker,WARN,Queue depth high depth=863,req-99929175,False,False,2026-07-27,2
2026-07-27 02:52:30+00:00,payment-api,INFO,Payment processed txn=t749813 amount=120000,req-71894493,False,False,2026-07-27,2
2026-07-27 02:53:04+00:00,web-portal,INFO,Request completed path=/home in 895ms,req-80836292,False,False,2026-07-27,2
2026-07-27 02:54:54+00:00,web-portal,INFO,Request completed path=/home in 353ms,req-32366682,False,False,2026-07-27,2
2026-07-27 02:56:06+00:00,batch-report,INFO,Daily report job finished rows=993,req-17531619,False,False,2026-07-27,2
2026-07-27 02:56:29+00:00,payment-api,WARN,Slow query 1200ms table=tx_history,req-83599154,False,False,2026-07-27,2
2026-07-27 02:58:02+00:00,web-portal,INFO,Request completed path=/report in 711ms,req-27307598,False,False,2026-07-27,2
2026-07-27 02:59:12+00:00,batch-report,INFO,Daily report job started,req-52503832,False,False,2026-07-27,2
2026-07-27 03:00:28+00:00,web-portal,INFO,Request completed path=/report in 656ms,req-53112268,False,False,2026-07-27,3
2026-07-27 03:06:28+00:00,payment-api,WARN,Slow query 1200ms table=tx_history,req-84674816,False,False,2026-07-27,3
2026-07-27 03:07:01+00:00,web-portal,INFO,Request completed path=/home in 578ms,req-84377016,False,False,2026-07-27,3
2026-07-27 03:10:42+00:00,batch-report,INFO,Daily report job started,req-23863742,False,False,2026-07-27,3
2026-07-27 03:15:46+00:00,batch-report,INFO,Daily report job started,req-61705758,False,False,2026-07-27,3
2026-07-27 03:16:53+00:00,payment-api,INFO,Payment processed txn=t442589 amount=990000,req-59104566,False,False,2026-07-27,3
2026-07-27 03:17:16+00:00,payment-api,INFO,Balance check ok uid=u7464,req-45186708,False,False,2026-07-27,3
2026-07-27 03:19:19+00:00,payment-api,INFO,Balance check ok uid=u8700,req-31585546,False,False,2026-07-27,3
2026-07-27 03:19:30+00:00,payment-api,INFO,Payment processed txn=t807053 amount=50000,req-87342561,False,False,2026-07-27,3
2026-07-27 03:26:55+00:00,notification-worker,INFO,Email sent uid=u8570,req-27544302,False,False,2026-07-27,3
2026-07-27 03:27:55+00:00,notification-worker,INFO,Email sent uid=u1017,req-79718627,False,False,2026-07-27,3
2026-07-27 03:31:16+00:00,auth-service,INFO,Token refreshed uid=u6881,req-71662963,False,False,2026-07-27,3
2026-07-27 03:35:24+00:00,batch-report,INFO,Daily report job finished rows=989,req-16135823,False,False,2026-07-27,3
2026-07-27 03:37:31+00:00,notification-worker,INFO,Email sent uid=u8529,req-67418250,False,False,2026-07-27,3
2026-07-27 03:38:44+00:00,notification-worker,INFO,Email sent uid=u5060,req-39448924,False,False,2026-07-27,3
2026-07-27 03:39:14+00:00,payment-api,INFO,Balance check ok uid=u8213,req-97883261,False,False,2026-07-27,3
2026-07-27 03:39:36+00:00,payment-api,INFO,Balance check ok uid=u4180,req-81690398,False,False,2026-07-27,3
2026-07-27 03:50:48+00:00,notification-worker,INFO,Email sent uid=u3693,req-58088526,False,False,2026-07-27,3
2026-07-27 03:51:26+00:00,batch-report,WARN,Report row mismatch expected=1061 got=1082,req-84892608,False,False,2026-07-27,3
2026-07-27 03:52:45+00:00,batch-report,INFO,Daily report job finished rows=984,req-23721268,False,False,2026-07-27,3
2026-07-27 03:53:46+00:00,batch-report,INFO,Daily report job started,req-43878996,False,False,2026-07-27,3
2026-07-27 03:56:08+00:00,auth-service,INFO,User login success uid=u7267,req-56930359,False,False,2026-07-27,3
2026-07-27 04:02:14+00:00,payment-api,ERROR,ERR PaymentDeclined txn=t811163 code=51,req-39597483,False,False,2026-07-27,4
2026-07-27 04:02:53+00:00,web-portal,INFO,Request completed path=/report in 164ms,req-95758649,False,False,2026-07-27,4
2026-07-27 04:09:13+00:00,payment-api,INFO,Balance check ok uid=u2070,req-30364454,False,False,2026-07-27,4
2026-07-27 04:13:22+00:00,notification-worker,INFO,SMS sent uid=u8428,req-26031369,False,False,2026-07-27,4
2026-07-27 04:16:16+00:00,batch-report,INFO,Daily report job started,req-47991562,False,False,2026-07-27,4
2026-07-27 04:16:36+00:00,payment-api,INFO,Balance check ok uid=u3522,req-74759996,False,False,2026-07-27,4
2026-07-27 04:19:09+00:00,batch-report,INFO,Daily report job finished rows=865,req-10466177,False,False,2026-07-27,4
2026-07-27 04:21:53+00:00,auth-service,INFO,Token refreshed uid=u5033,req-85863473,False,False,2026-07-27,4
2026-07-27 04:25:07+00:00,web-portal,INFO,Request completed path=/home in 282ms,req-84359498,False,False,2026-07-27,4
2026-07-27 04:27:54+00:00,web-portal,INFO,Request completed path=/home in 502ms,req-21783073,False,False,2026-07-27,4
2026-07-27 04:31:39+00:00,payment-api,INFO,Balance check ok uid=u8679,req-77172238,False,False,2026-07-27,4
2026-07-27 04:32:14+00:00,auth-service,INFO,Token refreshed uid=u5920,req-49682169,False,False,2026-07-27,4
2026-07-27 04:32:41+00:00,auth-service,INFO,Session created uid=u7201,req-87490893,False,False,2026-07-27,4
2026-07-27 04:34:43+00:00,auth-service,INFO,Session created uid=u3103,req-91415657,False,False,2026-07-27,4
2026-07-27 04:35:45+00:00,web-portal,INFO,Request completed path=/home in 410ms,req-14346684,False,False,2026-07-27,4
2026-07-27 04:37:17+00:00,notification-worker,INFO,SMS sent uid=u5403,req-46504617,False,False,2026-07-27,4
2026-07-27 04:38:03+00:00,auth-service,INFO,Session created uid=u4143,req-92613013,False,False,2026-07-27,4
2026-07-27 04:38:24+00:00,auth-service,INFO,Token refreshed uid=u1685,req-38195995,False,False,2026-07-27,4
2026-07-27 04:40:21+00:00,web-portal,INFO,Request completed path=/report in 483ms,req-26664623,False,False,2026-07-27,4
2026-07-27 04:48:10+00:00,notification-worker,INFO,Email sent uid=u5945,req-21062296,False,False,2026-07-27,4
2026-07-27 04:52:36+00:00,batch-report,ERROR,ERR NullPointer in ReportBuilder step=aggregate,req-28972822,False,False,2026-07-27,4
2026-07-27 04:53:09+00:00,batch-report,INFO,Daily report job finished rows=857,req-71594457,False,False,2026-07-27,4
2026-07-27 04:54:35+00:00,web-portal,INFO,Request completed path=/home in 77ms,req-36772387,False,False,2026-07-27,4
2026-07-27 04:59:33+00:00,notification-worker,INFO,SMS sent uid=u7270,req-81203615,False,False,2026-07-27,4
2026-07-27 04:59:44+00:00,notification-worker,INFO,Email sent uid=u1185,req-32409388,False,False,2026-07-27,4
2026-07-27 05:00:21+00:00,batch-report,INFO,Daily report job finished rows=911,req-60090149,False,False,2026-07-27,5
2026-07-27 05:13:38+00:00,web-portal,INFO,Request completed path=/home in 669ms,req-65910756,False,False,2026-07-27,5
2026-07-27 05:18:46+00:00,batch-report,INFO,Daily report job started,req-40872577,False,False,2026-07-27,5
2026-07-27 05:19:28+00:00,notification-worker,INFO,Email sent uid=u6277,req-29081953,False,False,2026-07-27,5
2026-07-27 05:19:58+00:00,web-portal,WARN,Response time 2100ms path=/report,req-98043078,False,False,2026-07-27,5
2026-07-27 05:21:53+00:00,auth-service,INFO,User login success uid=u1400,req-71124923,False,False,2026-07-27,5
2026-07-27 05:22:40+00:00,notification-worker,WARN,Queue depth high depth=797,req-60142505,False,False,2026-07-27,5
2026-07-27 05:22:49+00:00,web-portal,WARN,Response time 2100ms path=/report,req-66207740,False,False,2026-07-27,5
2026-07-27 05:25:21+00:00,web-portal,INFO,Request completed path=/report in 667ms,req-92745294,False,False,2026-07-27,5
2026-07-27 05:29:46+00:00,web-portal,INFO,Request completed path=/report in 492ms,req-89379016,False,False,2026-07-27,5
2026-07-27 05:34:12+00:00,auth-service,WARN,Slow login 900ms uid=u8135,req-72394301,False,False,2026-07-27,5
2026-07-27 05:43:55+00:00,auth-service,INFO,Session created uid=u1931,req-41568532,False,False,2026-07-27,5
2026-07-27 05:45:58+00:00,payment-api,INFO,Payment processed txn=t677596 amount=50000,req-25228493,False,False,2026-07-27,5
2026-07-27 05:48:54+00:00,batch-report,INFO,Daily report job finished rows=860,req-59330907,False,False,2026-07-27,5
2026-07-27 05:50:12+00:00,web-portal,INFO,Request completed path=/home in 890ms,req-70549373,False,False,2026-07-27,5
2026-07-27 05:52:54+00:00,auth-service,INFO,Token refreshed uid=u9837,req-25014631,False,False,2026-07-27,5
2026-07-27 05:54:52+00:00,batch-report,INFO,Daily report job finished rows=1076,req-28783850,False,False,2026-07-27,5
2026-07-27 05:59:02+00:00,batch-report,WARN,Report row mismatch expected=881 got=869,req-67226329,False,False,2026-07-27,5
2026-07-27 05:59:26+00:00,batch-report,INFO,Daily report job started,req-75609379,False,False,2026-07-27,5
2026-07-27 05:59:27+00:00,payment-api,INFO,Balance check ok uid=u5210,req-25457816,False,False,2026-07-27,5
2026-07-27 06:02:35+00:00,notification-worker,INFO,SMS sent uid=u3281,req-86514083,False,False,2026-07-27,6
2026-07-27 06:06:58+00:00,notification-worker,INFO,Email sent uid=u8096,req-33193791,False,False,2026-07-27,6
2026-07-27 06:07:17+00:00,web-portal,INFO,Request completed path=/report in 583ms,req-57123808,False,False,2026-07-27,6
2026-07-27 06:10:41+00:00,auth-service,INFO,Session created uid=u2389,req-40150759,False,False,2026-07-27,6
2026-07-27 06:14:23+00:00,batch-report,INFO,Daily report job started,req-80888325,False,False,2026-07-27,6
2026-07-27 06:19:42+00:00,payment-api,INFO,Payment processed txn=t264136 amount=50000,req-73070585,False,False,2026-07-27,6
2026-07-27 06:22:42+00:00,payment-api,INFO,Payment processed txn=t644173 amount=990000,req-95199362,False,False,2026-07-27,6
2026-07-27 06:26:58+00:00,web-portal,INFO,Request completed path=/home in 737ms,req-94183695,False,False,2026-07-27,6
2026-07-27 06:30:16+00:00,auth-service,INFO,Session created uid=u9317,req-30513739,False,False,2026-07-27,6
2026-07-27 06:31:48+00:00,batch-report,INFO,Daily report job started,req-20326375,False,False,2026-07-27,6
2026-07-27 06:46:45+00:00,batch-report,INFO,Daily report job finished rows=951,req-33554528,False,False,2026-07-27,6
2026-07-27 06:47:00+00:00,web-portal,ERROR,ERR HTTP 502 upstream=payment-api path=/checkout,req-54968591,False,False,2026-07-27,6
2026-07-27 06:51:02+00:00,batch-report,INFO,Daily report job started,req-38428357,False,False,2026-07-27,6
2026-07-27 06:54:38+00:00,payment-api,INFO,Balance check ok uid=u3001,req-12866549,False,False,2026-07-27,6
2026-07-27 06:54:41+00:00,web-portal,INFO,Request completed path=/report in 550ms,req-22086184,False,False,2026-07-27,6
2026-07-27 06:59:26+00:00,web-portal,INFO,Request completed path=/report in 119ms,req-78140959,False,False,2026-07-27,6
2026-07-27 07:06:54+00:00,notification-worker,INFO,SMS sent uid=u9954,req-13209180,False,False,2026-07-27,7
2026-07-27 07:11:59+00:00,notification-worker,INFO,Email sent uid=u8265,req-71873691,False,False,2026-07-27,7
2026-07-27 07:14:22+00:00,auth-service,INFO,Session created uid=u9928,req-31429110,False,False,2026-07-27,7
2026-07-27 07:15:11+00:00,payment-api,INFO,Balance check ok uid=u7302,req-58178682,False,False,2026-07-27,7
2026-07-27 07:15:43+00:00,notification-worker,INFO,SMS sent uid=u9614,req-74382155,False,False,2026-07-27,7
2026-07-27 07:18:22+00:00,notification-worker,INFO,SMS sent uid=u5777,req-59428849,False,False,2026-07-27,7
2026-07-27 07:28:15+00:00,notification-worker,INFO,Email sent uid=u9680,req-47557512,False,False,2026-07-27,7
2026-07-27 07:42:40+00:00,auth-service,INFO,Token refreshed uid=u9835,req-68800797,False,False,2026-07-27,7
2026-07-27 07:47:23+00:00,auth-service,INFO,Session created uid=u2052,req-18357162,False,False,2026-07-27,7
2026-07-27 07:49:03+00:00,notification-worker,INFO,SMS sent uid=u4066,req-96876236,False,False,2026-07-27,7
2026-07-27 07:49:43+00:00,notification-worker,INFO,Email sent uid=u6370,req-63183031,False,False,2026-07-27,7
2026-07-27 07:54:34+00:00,notification-worker,INFO,SMS sent uid=u2420,req-57182314,False,False,2026-07-27,7
2026-07-27 07:58:41+00:00,batch-report,INFO,Daily report job started,req-65813853,False,False,2026-07-27,7
2026-07-27 08:09:52+00:00,payment-api,WARN,Retry 1/3 calling notification-worker,req-40354559,False,False,2026-07-27,8
2026-07-27 08:10:30+00:00,web-portal,INFO,Request completed path=/report in 899ms,req-29602406,False,False,2026-07-27,8
2026-07-27 08:11:10+00:00,notification-worker,INFO,SMS sent uid=u9808,req-83782999,False,False,2026-07-27,8
2026-07-27 08:11:13+00:00,web-portal,WARN,Response time 2100ms path=/report,req-52552488,False,False,2026-07-27,8
2026-07-27 08:17:11+00:00,auth-service,INFO,Token refreshed uid=u4652,req-47463522,False,False,2026-07-27,8
2026-07-27 08:21:55+00:00,batch-report,INFO,Daily report job started,req-47631028,False,False,2026-07-27,8
2026-07-27 08:26:29+00:00,batch-report,WARN,Report row mismatch expected=1127 got=1036,req-63094168,False,False,2026-07-27,8
2026-07-27 08:28:59+00:00,payment-api,INFO,Payment processed txn=t911984 amount=120000,req-29419691,False,False,2026-07-27,8
2026-07-27 08:31:32+00:00,batch-report,INFO,Daily report job finished rows=954,req-98612211,False,False,2026-07-27,8
2026-07-27 08:36:08+00:00,web-portal,INFO,Request completed path=/home in 242ms,req-97980930,False,False,2026-07-27,8
2026-07-27 08:37:14+00:00,notification-worker,INFO,Email sent uid=u5778,req-52688984,False,False,2026-07-27,8
2026-07-27 08:41:06+00:00,auth-service,INFO,User login success uid=u3068,req-59512272,False,False,2026-07-27,8
2026-07-27 08:49:39+00:00,web-portal,WARN,Response time 2100ms path=/report,req-65472370,False,False,2026-07-27,8
2026-07-27 08:52:26+00:00,payment-api,INFO,Balance check ok uid=u8483,req-78214937,False,False,2026-07-27,8
2026-07-27 08:54:37+00:00,batch-report,INFO,Daily report job started,req-28808678,False,False,2026-07-27,8
2026-07-27 09:05:06+00:00,auth-service,INFO,Session created uid=u2684,req-31810617,False,False,2026-07-27,9
2026-07-27 09:07:27+00:00,web-portal,INFO,Request completed path=/home in 168ms,req-22539748,False,False,2026-07-27,9
2026-07-27 09:08:34+00:00,auth-service,INFO,Token refreshed uid=u1832,req-54769200,False,False,2026-07-27,9
2026-07-27 09:11:05+00:00,auth-service,INFO,Token refreshed uid=u2341,req-40094589,False,False,2026-07-27,9
2026-07-27 09:24:22+00:00,auth-service,ERROR,ERR AuthTokenExpired uid=u6576,req-21490777,False,False,2026-07-27,9
2026-07-27 09:34:25+00:00,notification-worker,INFO,Email sent uid=u2262,req-86086168,False,False,2026-07-27,9
2026-07-27 09:39:55+00:00,auth-service,INFO,Session created uid=u1626,req-68571795,False,False,2026-07-27,9
2026-07-27 09:40:03+00:00,web-portal,WARN,Response time 2100ms path=/report,req-94426338,False,False,2026-07-27,9
2026-07-27 09:43:23+00:00,payment-api,INFO,Payment processed txn=t237377 amount=250000,req-13874790,False,False,2026-07-27,9
2026-07-27 09:43:58+00:00,batch-report,INFO,Daily report job finished rows=1035,req-40314047,False,False,2026-07-27,9
2026-07-27 09:49:42+00:00,auth-service,INFO,Token refreshed uid=u4598,req-14308421,False,False,2026-07-27,9
2026-07-27 09:54:05+00:00,notification-worker,INFO,SMS sent uid=u4827,req-24626086,False,False,2026-07-27,9
2026-07-27 09:59:14+00:00,payment-api,INFO,Payment processed txn=t157174 amount=250000,req-23769080,False,False,2026-07-27,9
2026-07-27 10:00:48+00:00,auth-service,INFO,Session created uid=u5012,req-21668732,False,False,2026-07-27,10
2026-07-27 10:06:08+00:00,notification-worker,INFO,Email sent uid=u2369,req-81993070,False,False,2026-07-27,10
2026-07-27 10:07:14+00:00,auth-service,INFO,Token refreshed uid=u8428,req-99949389,False,False,2026-07-27,10
2026-07-27 10:08:29+00:00,auth-service,INFO,User login success uid=u8579,req-97529405,False,False,2026-07-27,10
2026-07-27 10:15:30+00:00,auth-service,INFO,Token refreshed uid=u4450,req-77834855,False,False,2026-07-27,10
2026-07-27 10:15:32+00:00,web-portal,INFO,Request completed path=/report in 205ms,req-28575536,False,False,2026-07-27,10
2026-07-27 10:22:33+00:00,auth-service,INFO,Token refreshed uid=u3584,req-99639081,False,False,2026-07-27,10
2026-07-27 10:25:01+00:00,web-portal,INFO,Request completed path=/home in 711ms,req-59394697,False,False,2026-07-27,10
2026-07-27 10:25:12+00:00,payment-api,INFO,Balance check ok uid=u4770,req-98473848,False,False,2026-07-27,10
2026-07-27 10:33:58+00:00,web-portal,INFO,Request completed path=/home in 294ms,req-87535841,False,False,2026-07-27,10
2026-07-27 10:37:33+00:00,batch-report,INFO,Daily report job started,req-86767229,False,False,2026-07-27,10
2026-07-27 10:42:46+00:00,payment-api,INFO,Payment processed txn=t524045 amount=120000,req-73519947,False,False,2026-07-27,10
2026-07-27 10:43:22+00:00,notification-worker,WARN,Queue depth high depth=2824,req-14346338,False,False,2026-07-27,10
2026-07-27 10:44:56+00:00,payment-api,INFO,Balance check ok uid=u1359,req-91390501,False,False,2026-07-27,10
2026-07-27 10:51:47+00:00,batch-report,INFO,Daily report job started,req-43220503,False,False,2026-07-27,10
2026-07-27 10:52:19+00:00,auth-service,INFO,Token refreshed uid=u7389,req-90967191,False,False,2026-07-27,10
2026-07-27 10:52:49+00:00,notification-worker,INFO,Email sent uid=u5262,req-84618850,False,False,2026-07-27,10
2026-07-27 10:54:00+00:00,auth-service,INFO,Session created uid=u2697,req-30863865,False,False,2026-07-27,10
2026-07-27 10:56:58+00:00,batch-report,INFO,Daily report job started,req-84797762,False,False,2026-07-27,10
2026-07-27 10:57:26+00:00,auth-service,INFO,Session created uid=u7653,req-87844239,False,False,2026-07-27,10
2026-07-27 11:04:22+00:00,web-portal,INFO,Request completed path=/home in 766ms,req-48124318,False,False,2026-07-27,11
2026-07-27 11:11:46+00:00,auth-service,INFO,Token refreshed uid=u4923,req-19289546,False,False,2026-07-27,11
2026-07-27 11:16:02+00:00,web-portal,INFO,Request completed path=/home in 416ms,req-69135982,False,False,2026-07-27,11
2026-07-27 11:16:17+00:00,web-portal,INFO,Request completed path=/home in 872ms,req-22543044,False,False,2026-07-27,11
2026-07-27 11:22:50+00:00,web-portal,INFO,Request completed path=/home in 448ms,req-79119463,False,False,2026-07-27,11
2026-07-27 11:27:02+00:00,notification-worker,INFO,SMS sent uid=u3290,req-90664728,False,False,2026-07-27,11
2026-07-27 11:27:04+00:00,payment-api,INFO,Payment processed txn=t438977 amount=50000,req-10154493,False,False,2026-07-27,11
2026-07-27 11:29:19+00:00,payment-api,INFO,Payment processed txn=t878967 amount=120000,req-47111151,False,False,2026-07-27,11
2026-07-27 11:29:25+00:00,web-portal,INFO,Request completed path=/home in 874ms,req-14915156,False,False,2026-07-27,11
2026-07-27 11:31:07+00:00,auth-service,INFO,Session created uid=u5272,req-96637649,False,False,2026-07-27,11
2026-07-27 11:31:20+00:00,notification-worker,INFO,SMS sent uid=u3162,req-73218512,False,False,2026-07-27,11
2026-07-27 11:37:07+00:00,web-portal,INFO,Request completed path=/home in 313ms,req-22993840,False,False,2026-07-27,11
2026-07-27 11:40:30+00:00,batch-report,INFO,Daily report job finished rows=1003,req-49117508,False,False,2026-07-27,11
2026-07-27 11:42:23+00:00,web-portal,INFO,Request completed path=/home in 103ms,req-21318464,False,False,2026-07-27,11
2026-07-27 11:46:55+00:00,batch-report,INFO,Daily report job finished rows=920,req-54241559,False,False,2026-07-27,11
2026-07-27 11:52:58+00:00,batch-report,INFO,Daily report job finished rows=1030,req-57756170,False,False,2026-07-27,11
2026-07-27 11:55:06+00:00,auth-service,INFO,Token refreshed uid=u4467,req-47346970,False,False,2026-07-27,11
2026-07-27 11:56:47+00:00,payment-api,ERROR,ERR PaymentDeclined txn=t108105 code=51,req-61030579,False,False,2026-07-27,11
2026-07-27 11:57:45+00:00,payment-api,INFO,Payment processed txn=t498468 amount=250000,req-82613940,False,False,2026-07-27,11
2026-07-27 12:01:49+00:00,auth-service,INFO,User login success uid=u2160,req-82374753,False,False,2026-07-27,12
2026-07-27 12:03:36+00:00,web-portal,INFO,Request completed path=/report in 855ms,req-90115852,False,False,2026-07-27,12
2026-07-27 12:04:41+00:00,notification-worker,WARN,Queue depth high depth=1825,req-17993466,False,False,2026-07-27,12
2026-07-27 12:05:44+00:00,batch-report,INFO,Daily report job finished rows=971,req-28270317,False,False,2026-07-27,12
2026-07-27 12:08:33+00:00,payment-api,INFO,Payment processed txn=t232040 amount=120000,req-88703005,False,False,2026-07-27,12
2026-07-27 12:13:40+00:00,auth-service,INFO,Token refreshed uid=u6238,req-30509175,False,False,2026-07-27,12
2026-07-27 12:15:40+00:00,web-portal,INFO,Request completed path=/home in 197ms,req-68743530,False,False,2026-07-27,12
2026-07-27 12:17:50+00:00,notification-worker,INFO,SMS sent uid=u9967,req-16497381,False,False,2026-07-27,12
2026-07-27 12:21:13+00:00,auth-service,INFO,Token refreshed uid=u2790,req-66623995,False,False,2026-07-27,12
2026-07-27 12:29:26+00:00,batch-report,WARN,Report row mismatch expected=1047 got=878,req-23102741,False,False,2026-07-27,12
2026-07-27 12:31:33+00:00,notification-worker,INFO,SMS sent uid=u9231,req-90143600,False,False,2026-07-27,12
2026-07-27 12:33:13+00:00,web-portal,INFO,Request completed path=/home in 830ms,req-27905932,False,False,2026-07-27,12
2026-07-27 12:36:11+00:00,batch-report,INFO,Daily report job finished rows=1191,req-98610233,False,False,2026-07-27,12
2026-07-27 12:38:57+00:00,web-portal,INFO,Request completed path=/report in 347ms,req-58518659,False,False,2026-07-27,12
2026-07-27 12:40:03+00:00,batch-report,ERROR,ERR NullPointer in ReportBuilder step=aggregate,req-92474715,False,False,2026-07-27,12
2026-07-27 12:41:58+00:00,web-portal,WARN,Response time 2100ms path=/report,req-62953249,False,False,2026-07-27,12
2026-07-27 12:47:57+00:00,web-portal,INFO,Request completed path=/report in 669ms,req-20071854,False,False,2026-07-27,12
2026-07-27 12:48:15+00:00,notification-worker,INFO,Email sent uid=u3328,req-33562830,False,False,2026-07-27,12
2026-07-27 12:48:49+00:00,web-portal,INFO,Request completed path=/home in 512ms,req-59491122,False,False,2026-07-27,12
2026-07-27 12:49:36+00:00,web-portal,INFO,Request completed path=/home in 890ms,req-74227366,False,False,2026-07-27,12
2026-07-27 12:55:04+00:00,notification-worker,INFO,SMS sent uid=u3846,req-89398174,False,False,2026-07-27,12
2026-07-27 13:02:35+00:00,payment-api,INFO,Payment processed txn=t717457 amount=250000,req-27013243,False,False,2026-07-27,13
2026-07-27 13:04:19+00:00,batch-report,ERROR,ERR NullPointer in ReportBuilder step=aggregate,req-77838742,False,False,2026-07-27,13
2026-07-27 13:12:17+00:00,payment-api,INFO,Payment processed txn=t818987 amount=250000,req-63437398,False,False,2026-07-27,13
